date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-04-20, 14:33:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:33:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:34:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:35:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:36:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:37:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:38:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar

==========================================================
II4 Перекрыли MK2, начали открывать MK3
==========================================================

2022-04-20, 14:39:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:39:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:40:56	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:40:58	0 Hz	0 W	4,8E0 mbar	4,4E0 mbar
2022-04-20, 14:41:00	0 Hz	0 W	5,5E0 mbar	5E0 mbar
2022-04-20, 14:41:02	0 Hz	0 W	5,8E0 mbar	5,3E0 mbar
2022-04-20, 14:41:04	0 Hz	0 W	6E0 mbar	5,4E0 mbar
2022-04-20, 14:41:06	0 Hz	0 W	6,1E0 mbar	5,6E0 mbar
2022-04-20, 14:41:08	0 Hz	0 W	6,3E0 mbar	5,8E0 mbar
2022-04-20, 14:41:10	0 Hz	0 W	6,8E0 mbar	6,3E0 mbar
2022-04-20, 14:41:12	0 Hz	0 W	7,5E0 mbar	6,7E0 mbar
2022-04-20, 14:41:14	0 Hz	0 W	8,1E0 mbar	7E0 mbar
2022-04-20, 14:41:16	0 Hz	0 W	8,6E0 mbar	7,9E0 mbar
2022-04-20, 14:41:18	0 Hz	0 W	1E1 mbar	9,4E0 mbar
2022-04-20, 14:41:20	0 Hz	0 W	1,7E1 mbar	1,4E1 mbar
2022-04-20, 14:41:22	0 Hz	0 W	2,1E1 mbar	1,7E1 mbar
2022-04-20, 14:41:24	0 Hz	0 W	2,8E1 mbar	1,9E1 mbar
2022-04-20, 14:41:26	0 Hz	0 W	3,2E1 mbar	2,6E1 mbar
2022-04-20, 14:41:28	0 Hz	0 W	3,9E1 mbar	3,2E1 mbar
2022-04-20, 14:41:30	0 Hz	0 W	7,2E1 mbar	5,3E1 mbar
2022-04-20, 14:41:32	0 Hz	0 W	1E3 mbar	3,4E2 mbar
2022-04-20, 14:41:34	0 Hz	0 W	1E3 mbar	3,9E2 mbar
2022-04-20, 14:41:36	0 Hz	0 W	1E3 mbar	3,6E2 mbar
2022-04-20, 14:41:38	0 Hz	0 W	1E3 mbar	3,2E2 mbar
2022-04-20, 14:41:40	0 Hz	0 W	1E3 mbar	3,1E2 mbar
2022-04-20, 14:41:42	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2022-04-20, 14:41:44	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2022-04-20, 14:41:46	0 Hz	0 W	1E3 mbar	2,7E2 mbar
2022-04-20, 14:41:48	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2022-04-20, 14:41:50	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2022-04-20, 14:41:52	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2022-04-20, 14:41:54	0 Hz	0 W	1E3 mbar	2,5E2 mbar
2022-04-20, 14:41:56	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2022-04-20, 14:41:58	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2022-04-20, 14:42:00	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2022-04-20, 14:42:02	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2022-04-20, 14:42:04	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:06	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:08	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:10	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2022-04-20, 14:42:12	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:14	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:16	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:18	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:20	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:22	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:24	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:42:26	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:28	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:30	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:32	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:34	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:36	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:38	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:40	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:42	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:44	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:46	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:48	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:50	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:52	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:54	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:56	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:42:58	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:00	0 Hz	0 W	1E3 mbar	2,2E2 mbar

==========================================================
II4 Открыли MK3
==========================================================

2022-04-20, 14:43:02	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:04	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:06	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:08	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:10	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:12	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:14	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:16	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:18	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:20	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:22	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:24	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:26	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:28	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:30	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:32	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:34	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:36	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:38	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:40	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:42	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:44	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:46	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2022-04-20, 14:43:48	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:50	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:52	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:54	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:56	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:43:58	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:44:00	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2022-04-20, 14:44:02	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:44:04	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-20, 14:44:06	0 Hz	0 W	1E3 mbar	2,2E2 mbar
